PathwayName,StartPathwayName,StartPoint,StartPoint_in_Path?,StartPath_ID,StartPoint_Count,EndPathwayName,EndPoint,EndPoint_in_Path?,EndPath_ID,EndPoint_Count,Longest_Path_Start,Longest_Path_End,Longest_Path_Links
Programmed Cell Death,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4331340"",""TP53 binds the BBC3 (PUMA) promoter"")",Yes,1,2,Caspase-mediated cleavage of cytoskeletal proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-201639"",""Caspase-mediated cleavage of GAS2"")",Yes,"[7, 8, 11, 12, 16, 22, 23, 25]",8,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9710295"",""IRF2 or IRF1 binds the GSDMD gene promoter"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211731"",""Interaction of PAK-2p34 with RGH10/ PS-GAP results in accumulation of PAK-2p34 in the perinuclear region"")",14
Programmed Cell Death,Release of apoptotic factors from the mitochondria,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805811"",""Release of SEPT4 from mitochondria"")",Yes,2,1,BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-508163"",""BH3-only proteins associate with and inactivate anti-apoptotic BCL-2"")",Yes,"[1, 7, 9, 10, 11, 12, 13, 14, 16, 19, 23, 25]",12,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9710295"",""IRF2 or IRF1 binds the GSDMD gene promoter"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211715"",""Proteasome mediated degradation of PAK-2p34"")",14
Programmed Cell Death,Apoptosis induced DNA fragmentation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-266204"",""Association of HMGB1/HMGB2 with chromatin"")",No,-,-,Caspase-mediated cleavage of cytoskeletal proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-201608"",""Caspase-mediated cleavage of alpha adducin"")",Yes,"[7, 8, 11, 12, 16, 22, 23, 25]",8,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9710323"",""TP53 or TP63 binds the GSDME gene"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211731"",""Interaction of PAK-2p34 with RGH10/ PS-GAP results in accumulation of PAK-2p34 in the perinuclear region"")",14
Programmed Cell Death,Stimulation of the cell death response by PAK-2p34,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211583"",""Partial autophosphorylation of PAK-2 at  Ser-19, Ser-20, Ser-55, Ser-192, and Ser-197"")",Yes,3,3,Regulation by c-FLIP,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3465448"",""Caspase-8 and FLIP(L) processing at DISC"")",Yes,"[4, 7, 12, 16, 17, 24, 25]",7,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9710323"",""TP53 or TP63 binds the GSDME gene"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211715"",""Proteasome mediated degradation of PAK-2p34"")",14
Programmed Cell Death,Regulation by c-FLIP,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371359"",""FLIP(L) and procaspase-8 form heterodimer in TRAIL signaling"")",Yes,4,1,Caspase activation via Dependence Receptors in the absence of ligand,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-418849"",""DAPK binds UNC5B"")",Yes,"[7, 8, 11, 12, 16, 22, 23, 25]",8,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9710323"",""TP53 or TP63 binds the GSDME gene"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-449058"",""Interleukin-1 family are secreted"")",14
Programmed Cell Death,Regulation of necroptotic cell death,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9688838"",""RIPK3 binds STUB1"")",Yes,5,3,Caspase-mediated cleavage of cytoskeletal proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-201628"",""Caspase-mediated cleavage of vimentin at DSVD (85)"")",Yes,"[7, 8, 11, 12, 16, 22, 23, 25]",8,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9710295"",""IRF2 or IRF1 binds the GSDMD gene promoter"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211712"",""Proteolytic PAK-2p34 fragment translocates to the nucleus"")",13
Programmed Cell Death,Apoptotic factor-mediated response,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9645694"",""p14ARF binds C1QBP"")",Yes,6,1,RIPK1-mediated regulated necrosis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5620975"",""MLKL binds PIPs"")",Yes,"[5, 7, 12, 15, 16, 21, 24, 25]",8,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6790025"",""Expression of BCL2, BCL2L1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211731"",""Interaction of PAK-2p34 with RGH10/ PS-GAP results in accumulation of PAK-2p34 in the perinuclear region"")",13
Programmed Cell Death,Apoptosis induced DNA fragmentation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211224"",""Association of DFF40 with DFF45"")",No,-,-,Apoptotic cleavage of cell adhesion  proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-351876"",""Caspase-mediated cleavage of occludin"")",Yes,"[7, 8, 11, 12, 16, 22, 23, 25]",8,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6790025"",""Expression of BCL2, BCL2L1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211715"",""Proteasome mediated degradation of PAK-2p34"")",13
Programmed Cell Death,TRIF-mediated programmed cell death,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2562564"",""Caspase-8 processing within TLR4 complex"")",Yes,7,52,Caspase-mediated cleavage of cytoskeletal proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-202967"",""Caspase mediated cleavage of alpha-II-Fodrin"")",Yes,"[7, 8, 11, 12, 16, 22, 23, 25]",8,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6790025"",""Expression of BCL2, BCL2L1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-449058"",""Interleukin-1 family are secreted"")",13
Programmed Cell Death,Pyroptosis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9710295"",""IRF2 or IRF1 binds the GSDMD gene promoter"")",Yes,8,39,Regulation of the apoptosome activity,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804596"",""APAF1:CYCS binds APIP"")",Yes,"[7, 8, 11, 12, 16, 22, 23, 25]",8,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9710323"",""TP53 or TP63 binds the GSDME gene"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211712"",""Proteolytic PAK-2p34 fragment translocates to the nucleus"")",13
