PathwayName,StartPathwayName,StartPoint,StartPoint_in_Path?,StartPath_ID,StartPoint_Count,EndPathwayName,EndPoint,EndPoint_in_Path?,EndPath_ID,EndPoint_Count,Longest_Path_Start,Longest_Path_End,Longest_Path_Links
Sensory Perception,The retinoid cycle in cones (daylight vision),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2465941"",""A REH hydrolyses 11cRE to 11cROL"")",Yes,1,3,Sensory processing of sound by inner hair cells of the cochlea,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9667761"",""KCNMA1:KCNMB1:LRRC52 transports K+ from the cytosol to the extracellular region"")",Yes,[6],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-975635"",""BCMO1:Fe2+ cleaves betaC to atRAL"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2514891"",""SLC24A1 exchanges 4Na+ for Ca2+, K+"")",29
Sensory Perception,"Inactivation, recovery and regulation of the phototransduction cascade","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2586748"",""GUCA binds Ca2+ to form GUCA:Ca2+"")",Yes,2,2,Acetylcholine inhibits contraction of outer hair cells,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9663752"",""KCNN2 transports K+ from the cytosol to the extracellular region"")",Yes,[10],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-975594"",""PLB1 hydrolyses RPALM to atROL"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2514891"",""SLC24A1 exchanges 4Na+ for Ca2+, K+"")",28
Sensory Perception,Retinoid metabolism and transport,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-975635"",""BCMO1:Fe2+ cleaves betaC to atRAL"")",Yes,3,4,Acetylcholine inhibits contraction of outer hair cells,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9667809"",""KCNMA1:KCNMB1 transports potassium ions from the cytosol to the extracellular region"")",Yes,[10],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-975593"",""PNLIP:CLPS hydrolyses RPALM to atROL and PALM"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2514891"",""SLC24A1 exchanges 4Na+ for Ca2+, K+"")",28
Sensory Perception,Retinoid metabolism and transport,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-975594"",""PLB1 hydrolyses RPALM to atROL"")",Yes,4,4,Sensory processing of sound by inner hair cells of the cochlea,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9664214"",""ATP2B1 (PMCA1) transports Ca2+ from the cytosol to the extracellular region"")",Yes,[6],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-975635"",""BCMO1:Fe2+ cleaves betaC to atRAL"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3229181"",""CALM1:Ca2+ binds CNG channel"")",27
Sensory Perception,Sensory processing of sound by outer hair cells of the cochlea,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9663363"",""Mechanoelectrical transduction (MET) channel transports cations into the cytosol of stereocilia of cochlear outer hair cell"")",Yes,5,1,Sensory processing of sound by outer hair cells of the cochlea,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9659554"",""KCNQ4 transports K+ from the cytosol to the extracellular region"")",Yes,[6],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-975594"",""PLB1 hydrolyses RPALM to atROL"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3229181"",""CALM1:Ca2+ binds CNG channel"")",26
Sensory Perception,Sensory processing of sound by inner hair cells of the cochlea,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9659380"",""Mechanoelectrical transduction (MET) channel transports cations from the extracellular region into the cytosol of stereocilia of inner hair cell"")",Yes,6,5,"Biosynthesis of A2E, implicated in retinal degradation","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2467738"",""A2E translocates to RPE cells"")",No,-,-,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-975593"",""PNLIP:CLPS hydrolyses RPALM to atROL and PALM"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3229181"",""CALM1:Ca2+ binds CNG channel"")",26
Sensory Perception,"Inactivation, recovery and regulation of the phototransduction cascade","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2534096"",""METAP1/2 demethylates GNAT1"")",Yes,7,2,The retinoid cycle in cones (daylight vision),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2465919"",""AWAT2 transfers PALM to 11cROL forming 11cRPALM"")",Yes,"[1, 3, 4, 11, 12]",5,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2465941"",""A REH hydrolyses 11cRE to 11cROL"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2514891"",""SLC24A1 exchanges 4Na+ for Ca2+, K+"")",23
Sensory Perception,Olfactory Signaling Pathway,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-381749"",""G Protein trimer formation (olfactory)"")",Yes,8,1,"Inactivation, recovery and regulation of the phototransduction cascade","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2534040"",""Unknown NAT N-acylates Gly in GNAT1"")",Yes,[7],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2465941"",""A REH hydrolyses 11cRE to 11cROL"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3229181"",""CALM1:Ca2+ binds CNG channel"")",21
Sensory Perception,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74448"",""Calcium binds calmodulin"")",Yes,9,1,Sensory processing of sound by outer hair cells of the cochlea,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9662114"",""ATP2B2-wa (PMCA2-wa) transports Ca2+ from the cytosol to the extracellular region"")",Yes,[6],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-975635"",""BCMO1:Fe2+ cleaves betaC to atRAL"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2465919"",""AWAT2 transfers PALM to 11cROL forming 11cRPALM"")",17
Sensory Perception,Acetylcholine inhibits contraction of outer hair cells,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9663736"",""CHRNA9:CHRNA10 binds acetylcholine"")",Yes,10,2,Sensory processing of sound by inner hair cells of the cochlea,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9662096"",""Exocytosis of glutamate from cochlear inner hair cell"")",Yes,[6],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-975594"",""PLB1 hydrolyses RPALM to atROL"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2465919"",""AWAT2 transfers PALM to 11cROL forming 11cRPALM"")",16
