First_Reaction_Name,First_Reaction_ID,Second_Reaction_Name,Second_Reaction_ID,Second_Reaction_Author,ReactionsInSameDiagram?,IsCyclic?,Approved/Rejected,Reasons_for_Rejection,Other_Comments
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1368140"",""PPARGC1A gene produces PPARGC1A"")",1368140,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1592233"",""p38 MAPK phosphorylates PPARGC1A"")",1592233,"May, B",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1368140"",""PPARGC1A gene produces PPARGC1A"")",1368140,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1592244"",""AMPK phosphorylates PPARGC1A"")",1592244,"May, B",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1592240"",""Formation of NRF2"")",1592240,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1592234"",""Expression of GABPA (NRF2 alpha subunit)"")",1592234,"May, B",Yes,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1592240"",""Formation of NRF2"")",1592240,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2466391"",""NRF1:p-PPARGC1A, NRF2 bind the TFAM promoter"")",2466391,"May, B",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1592240"",""Formation of NRF2"")",1592240,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1592249"",""NRF1, PPRC1, NRF2 bind the TFAM promoter"")",1592249,"May, B",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1592242"",""Expression of NRF1"")",1592242,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1592250"",""NRF1, PPRC1:HCFC1:NRF2 bind the TFB1M promoter"")",1592250,"May, B",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1592242"",""Expression of NRF1"")",1592242,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2466367"",""NRF1, PPRC1:HCFC1:NRF2 bind the TFB2M promoter"")",2466367,"May, B",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1605428"",""Expression of ESRRA (ERR1, ERRalpha)"")",1605428,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1592231"",""Expression of CYCS"")",1592231,"May, B",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1605428"",""Expression of ESRRA (ERR1, ERRalpha)"")",1605428,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1592238"",""Expression of ALAS1"")",1592238,"May, B",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1605428"",""Expression of ESRRA (ERR1, ERRalpha)"")",1605428,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1592247"",""Expression of ATP5B"")",1592247,"May, B",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1605428"",""Expression of ESRRA (ERR1, ERRalpha)"")",1605428,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8940309"",""Expression of PERM1"")",8940309,"May, B",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5617825"",""TRAF3IB1 recruits IFT20 to the IFT B complex from the Golgi"")",5617825,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5624949"",""Assembly of the anterograde IFT train"")",5624949,"Rothfels, K",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5617828"",""TRIP11:IFT20 dissociates"")",5617828,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5617825"",""TRAF3IB1 recruits IFT20 to the IFT B complex from the Golgi"")",5617825,"Rothfels, K",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5617829"",""Assembly of IFT A complex"")",5617829,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5624949"",""Assembly of the anterograde IFT train"")",5624949,"Rothfels, K",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5618328"",""ATAT acetylates microtubules"")",5618328,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5618331"",""HDAC6 deacetylates microtubules"")",5618331,"Rothfels, K",Yes,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5618331"",""HDAC6 deacetylates microtubules"")",5618331,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5618328"",""ATAT acetylates microtubules"")",5618328,"Rothfels, K",Yes,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5623513"",""ASAP1 stimulates GTPase activity of ARF4"")",5623513,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5623508"",""GBF1 stimulates nucleotide exchange on ARF4"")",5623508,"Rothfels, K",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5624125"",""Formation of the BBSome"")",5624125,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5617815"",""BBSome binds RAB3IP"")",5617815,"Rothfels, K",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5624125"",""Formation of the BBSome"")",5624125,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5624126"",""ARL6:GTP and the BBSome bind ciliary cargo"")",5624126,"Rothfels, K",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5624129"",""LZTFL1 binds the BBSome and prevents its traffic to the cilium"")",5624129,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5624127"",""ARL6:GTP and the BBSome target cargo to the primary cilium"")",5624127,"Rothfels, K",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5625424"",""The retrograde IFT train dissociates"")",5625424,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5624949"",""Assembly of the anterograde IFT train"")",5624949,"Rothfels, K",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5638009"",""CEP164 recruits RAB3IP-carrying Golgi-derived vesicles to the basal body"")",5638009,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5617816"",""RAB3IP stimulates nucleotide exchange on RAB8A "")",5617816,"Rothfels, K",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5638016"",""RP2:ARL3:GDP:UNC119B dissociates"")",5638016,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5638007"",""RP2 activates the GTPase activity of ARL3"")",5638007,"Rothfels, K",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5638016"",""RP2:ARL3:GDP:UNC119B dissociates"")",5638016,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5638004"",""RP2 binds ARL3:GTP:UNC119B"")",5638004,"Rothfels, K",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5688289"",""SIRT3 deacetylates ACCS2, GLUD, IDH2, SOD2"")",5688289,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5688276"",""SIRT4 transfers ADPRib to GLUD"")",5688276,"Jupe, S",Yes,False,,,
