First_Reaction_Name,First_Reaction_ID,Second_Reaction_Name,Second_Reaction_ID,Second_Reaction_Author,ReactionsInSameDiagram?,IsCyclic?,Approved/Rejected,Reasons_for_Rejection,Other_Comments
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113504"",""Detection of damage during initiation of DNA synthesis in S-phase"")",113504,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-68914"",""DNA polymerase alpha:primase binds at the origin"")",68914,,No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113504"",""Detection of damage during initiation of DNA synthesis in S-phase"")",113504,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-68950"",""The polymerase component of DNA polymerase alpha:primase synthesizes a 20-nucleotide primer at the origin"")",68950,,No,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113504"",""Detection of damage during initiation of DNA synthesis in S-phase"")",113504,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9668597"",""DNA polymerase:primase binds G-strand of the telomere"")",9668597,"Orlic-Milacic, M",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1363274"",""Dephosphorylation of p107 (RBL1) by PP2A"")",1363274,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1363314"",""p107 (RBL1) binds CyclinE/A:CDK2"")",1363314,"Orlic-Milacic, M",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1363276"",""Dephosphorylation of p130 (RBL2) by PP2A"")",1363276,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1363306"",""p130 (RBL2) binds Cyclin E/A:CDK2"")",1363306,"Orlic-Milacic, M",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1363331"",""Ubiquitination of p130 (RBL2) by SCF (Skp2)"")",1363331,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187552"",""Binding of phospho-p27/p21:Cdk2:Cyclin E/A to the SCF(Skp2):Cks1 complex"")",187552,"Pagano, M",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1363331"",""Ubiquitination of p130 (RBL2) by SCF (Skp2)"")",1363331,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1363328"",""Phosphorylated p130 (RBL2) binds SCF(Skp2):Cks1 complex"")",1363328,"Orlic-Milacic, M",Yes,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-141423"",""Binding of the MCC complex to the APC/C complex"")",141423,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174104"",""Ubiquitination of Cyclin A by APC/C:Cdc20 complex"")",174104,"Lorca, T",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-141439"",""Release of activated MAD2 from kinetochores"")",141439,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-141431"",""MAD2 associates with the Mad1 kinetochore complex"")",141431,"Yen, TJ",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-156678"",""Activation of Cdc25C"")",156678,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170149"",""Translocation of active Cdc25C to the nucleus"")",170149,,Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-163120"",""Disassociation of Telomerase RNP and the Chromosome End"")",163120,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-163096"",""Recruitment of Telomerase RNP to the Telomeric Chromosome End"")",163096,"Seidel, J",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1638821"",""PP2A-B56 dephosphorylates centromeric cohesin"")",1638821,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2467809"",""ESPL1 (Separase) cleaves centromeric cohesin"")",2467809,"Orlic-Milacic, M",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170070"",""Wee1-mediated phosphorylation of Cyclin B1:phospho-Cdc2 complexes"")",170070,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170153"",""Dephosphorylation of nuclear Cyclin B1:phospho-Cdc2 (Thr 14, Tyr15) complexes by Cdc25 phosphatases"")",170153,,No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170153"",""Dephosphorylation of nuclear Cyclin B1:phospho-Cdc2 (Thr 14, Tyr15) complexes by Cdc25 phosphatases"")",170153,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5244669"",""CDK1 phosphorylates lamins and facilitates depolymerization of lamin filaments"")",5244669,"Orlic-Milacic, M",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174070"",""Association of Cdh1 with the APC/C"")",174070,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69015"",""Cytoplasmic phosphorylated Cdc6 is ubiquitinated by the anaphase-promoting complex"")",69015,,No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174105"",""Degradation of multiubiquitinated cell cycle proteins"")",174105,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174088"",""Association of cell cycle proteins with the APC/C:Cdh1 complex"")",174088,"Lorca, T",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174105"",""Degradation of multiubiquitinated cell cycle proteins"")",174105,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69015"",""Cytoplasmic phosphorylated Cdc6 is ubiquitinated by the anaphase-promoting complex"")",69015,,No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174110"",""Cdc25A mediated dephosphorylation of Cyclin A:phospho-Cdk2"")",174110,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187934"",""Inactivation of Cyclin A:Cdk2 complexes by p27/p21"")",187934,"Pagano, M",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174110"",""Cdc25A mediated dephosphorylation of Cyclin A:phospho-Cdk2"")",174110,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174164"",""Phosphorylation of Cyclin A:Cdk2 at Tyr 15"")",174164,"Pagano, M",Yes,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174157"",""Degradation of multiubiquitinated Cyclin B"")",174157,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174144"",""Ubiquitination of Securin by phospho-APC/C:Cdc20 complex"")",174144,"Lorca, T",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174157"",""Degradation of multiubiquitinated Cyclin B"")",174157,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174121"",""Association of Securin with Cdc20:APC/C complex"")",174121,"Lorca, T",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174157"",""Degradation of multiubiquitinated Cyclin B"")",174157,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174227"",""Ubiquitination of Cyclin B by phospho-APC/C:Cdc20 complex"")",174227,"Lorca, T",Yes,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174157"",""Degradation of multiubiquitinated Cyclin B"")",174157,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174120"",""Association of Cyclin B:Cdc2 with Cdc20:APC/C complex"")",174120,"Lorca, T",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174202"",""Degradation of multiubiquitinated Securin"")",174202,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174144"",""Ubiquitination of Securin by phospho-APC/C:Cdc20 complex"")",174144,"Lorca, T",Yes,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174202"",""Degradation of multiubiquitinated Securin"")",174202,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174121"",""Association of Securin with Cdc20:APC/C complex"")",174121,"Lorca, T",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174202"",""Degradation of multiubiquitinated Securin"")",174202,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174227"",""Ubiquitination of Cyclin B by phospho-APC/C:Cdc20 complex"")",174227,"Lorca, T",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174202"",""Degradation of multiubiquitinated Securin"")",174202,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174120"",""Association of Cyclin B:Cdc2 with Cdc20:APC/C complex"")",174120,"Lorca, T",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174203"",""SCF-mediated degradation of Emi1"")",174203,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174209"",""Phosphorylated Emi1 binds the beta-TrCP in the SCF complex"")",174209,"Lorca, T",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174203"",""SCF-mediated degradation of Emi1"")",174203,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174159"",""Ubiquitination of Emi1 by SCF-beta-TrCP"")",174159,"Lorca, T",Yes,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174224"",""Dissociation of Cdc20 from APC/C complex"")",174224,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-141423"",""Binding of the MCC complex to the APC/C complex"")",141423,"Yen, TJ",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174224"",""Dissociation of Cdc20 from APC/C complex"")",174224,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-141437"",""Formation of the MCC complex"")",141437,"Yen, TJ",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174224"",""Dissociation of Cdc20 from APC/C complex"")",174224,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-141429"",""Inactivation of APC/C via CDC20 sequestration"")",141429,"Yen, TJ",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174238"",""Activation of APC/C:Cdc20 by dissociation of Cdc20:phospho-APC/C from Cdc20:phospho-APC/C:Mad2:Bub3:BubR1"")",174238,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174144"",""Ubiquitination of Securin by phospho-APC/C:Cdc20 complex"")",174144,"Lorca, T",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174238"",""Activation of APC/C:Cdc20 by dissociation of Cdc20:phospho-APC/C from Cdc20:phospho-APC/C:Mad2:Bub3:BubR1"")",174238,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174224"",""Dissociation of Cdc20 from APC/C complex"")",174224,"Lorca, T",Yes,False,,,
