Pathway,First Reaction,Second Reaction,Second Reaction Author
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-165047"",""R-HSA-165047"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-192627"",""R-HSA-192627"")","Bortz, E"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-165047"",""R-HSA-165047"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-192925"",""R-HSA-192925"")","Bortz, E"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""R-HSA-167085"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168301"",""R-HSA-168301"")","Bortz, E"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""R-HSA-167085"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-192832"",""R-HSA-192832"")","Bortz, E"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""R-HSA-167085"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-192624"",""R-HSA-192624"")","Bortz, E"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""R-HSA-167085"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-192851"",""R-HSA-192851"")","Bortz, E"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167192"",""R-HSA-167192"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168301"",""R-HSA-168301"")","Bortz, E"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167192"",""R-HSA-167192"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-192832"",""R-HSA-192832"")","Bortz, E"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167192"",""R-HSA-167192"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-192624"",""R-HSA-192624"")","Bortz, E"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167192"",""R-HSA-167192"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-192851"",""R-HSA-192851"")","Bortz, E"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168301"",""R-HSA-168301"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-192677"",""R-HSA-192677"")","Bortz, E"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168301"",""R-HSA-168301"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168326"",""R-HSA-168326"")","Bortz, E"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168301"",""R-HSA-168301"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168280"",""R-HSA-168280"")","Bortz, E"
