Pathway,First Reaction,Second Reaction,Second Reaction Author
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-165028"",""R-HSA-165028"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-180739"",""R-HSA-180739"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-165047"",""R-HSA-165047"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-165043"",""R-HSA-165043"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167072"",""R-HSA-167072"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167077"",""R-HSA-167077"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167072"",""R-HSA-167072"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167072"",""R-HSA-167072"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167072"",""R-HSA-167072"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167196"",""R-HSA-167196"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167072"",""R-HSA-167072"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9613490"",""R-HSA-9613490"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167072"",""R-HSA-167072"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9613498"",""R-HSA-9613498"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167072"",""R-HSA-167072"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167097"",""R-HSA-167097"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167084"",""R-HSA-167084"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167089"",""R-HSA-167089"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""R-HSA-167085"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""R-HSA-167085"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""R-HSA-167085"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167191"",""R-HSA-167191"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""R-HSA-167085"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167192"",""R-HSA-167192"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""R-HSA-167085"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167181"",""R-HSA-167181"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""R-HSA-167085"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9613490"",""R-HSA-9613490"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""R-HSA-167085"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167136"",""R-HSA-167136"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""R-HSA-167085"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167121"",""R-HSA-167121"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""R-HSA-167085"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9613498"",""R-HSA-9613498"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""R-HSA-167085"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167115"",""R-HSA-167115"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""R-HSA-167085"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167113"",""R-HSA-167113"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""R-HSA-167085"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167117"",""R-HSA-167117"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""R-HSA-167085"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167118"",""R-HSA-167118"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167121"",""R-HSA-167121"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167113"",""R-HSA-167113"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167134"",""R-HSA-167134"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167121"",""R-HSA-167121"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167134"",""R-HSA-167134"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167477"",""R-HSA-167477"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167148"",""R-HSA-167148"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167076"",""R-HSA-167076"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167148"",""R-HSA-167148"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167090"",""R-HSA-167090"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167150"",""R-HSA-167150"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167076"",""R-HSA-167076"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167150"",""R-HSA-167150"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167090"",""R-HSA-167090"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167181"",""R-HSA-167181"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167077"",""R-HSA-167077"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167181"",""R-HSA-167181"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167072"",""R-HSA-167072"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167181"",""R-HSA-167181"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167196"",""R-HSA-167196"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167181"",""R-HSA-167181"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9613490"",""R-HSA-9613490"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167181"",""R-HSA-167181"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9613498"",""R-HSA-9613498"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167181"",""R-HSA-167181"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167097"",""R-HSA-167097"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167191"",""R-HSA-167191"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167089"",""R-HSA-167089"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167191"",""R-HSA-167191"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170706"",""R-HSA-170706"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167192"",""R-HSA-167192"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""R-HSA-167085"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167192"",""R-HSA-167192"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167087"",""R-HSA-167087"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167192"",""R-HSA-167192"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167192"",""R-HSA-167192"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167192"",""R-HSA-167192"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167181"",""R-HSA-167181"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167192"",""R-HSA-167192"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9613490"",""R-HSA-9613490"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167192"",""R-HSA-167192"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167136"",""R-HSA-167136"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167192"",""R-HSA-167192"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167121"",""R-HSA-167121"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167192"",""R-HSA-167192"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9613498"",""R-HSA-9613498"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167192"",""R-HSA-167192"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167115"",""R-HSA-167115"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167192"",""R-HSA-167192"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167113"",""R-HSA-167113"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167192"",""R-HSA-167192"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167117"",""R-HSA-167117"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167192"",""R-HSA-167192"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167118"",""R-HSA-167118"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167234"",""R-HSA-167234"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167191"",""R-HSA-167191"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167288"",""R-HSA-167288"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167284"",""R-HSA-167284"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167288"",""R-HSA-167288"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167282"",""R-HSA-167282"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167292"",""R-HSA-167292"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167284"",""R-HSA-167284"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167292"",""R-HSA-167292"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167282"",""R-HSA-167282"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167468"",""R-HSA-167468"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167077"",""R-HSA-167077"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167468"",""R-HSA-167468"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167072"",""R-HSA-167072"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167468"",""R-HSA-167468"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167196"",""R-HSA-167196"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167468"",""R-HSA-167468"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9613490"",""R-HSA-9613490"")","Rice, AP"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167468"",""R-HSA-167468"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167136"",""R-HSA-167136"")","Rice, AP"
