Pathway,First Reaction,Second Reaction,Second Reaction Author
Gene expression (Transcription),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""R-HSA-113402"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-199299"",""R-HSA-199299"")","Annibali, D"
Gene expression (Transcription),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113412"",""R-HSA-113412"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-199299"",""R-HSA-199299"")","Annibali, D"
Gene expression (Transcription),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113429"",""R-HSA-113429"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-199299"",""R-HSA-199299"")","Annibali, D"
Immune System,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-390329"",""R-HSA-390329"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2317332"",""R-HSA-2317332"")","Annibali, D"
Immune System,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2424485"",""R-HSA-2424485"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167686"",""R-HSA-167686"")","Annibali, D"
Immune System,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5674387"",""R-HSA-5674387"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-199959"",""R-HSA-199959"")","Annibali, D"
Immune System,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5674387"",""R-HSA-5674387"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-203797"",""R-HSA-203797"")","Annibali, D"
Immune System,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6790041"",""R-HSA-6790041"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2317332"",""R-HSA-2317332"")","Annibali, D"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8874470"",""R-HSA-8874470"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-199456"",""R-HSA-199456"")","Annibali, D"
Programmed Cell Death,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-139906"",""R-HSA-139906"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-198347"",""R-HSA-198347"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109817"",""R-HSA-109817"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170986"",""R-HSA-170986"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250383"",""R-HSA-1250383"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170986"",""R-HSA-170986"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250463"",""R-HSA-1250463"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170986"",""R-HSA-170986"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250498"",""R-HSA-1250498"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170986"",""R-HSA-170986"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1251922"",""R-HSA-1251922"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167686"",""R-HSA-167686"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1306972"",""R-HSA-1306972"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170986"",""R-HSA-170986"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1433471"",""R-HSA-1433471"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170986"",""R-HSA-170986"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1524182"",""R-HSA-1524182"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167686"",""R-HSA-167686"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-166544"",""R-HSA-166544"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-177491"",""R-HSA-177491"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-166544"",""R-HSA-166544"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-169891"",""R-HSA-169891"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-166544"",""R-HSA-166544"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187697"",""R-HSA-187697"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-166544"",""R-HSA-166544"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-198211"",""R-HSA-198211"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-166544"",""R-HSA-166544"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-198732"",""R-HSA-198732"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167014"",""R-HSA-167014"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187035"",""R-HSA-187035"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167217"",""R-HSA-167217"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-177491"",""R-HSA-177491"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167217"",""R-HSA-167217"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-169891"",""R-HSA-169891"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167217"",""R-HSA-167217"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187697"",""R-HSA-187697"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167217"",""R-HSA-167217"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-198211"",""R-HSA-198211"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167217"",""R-HSA-167217"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-198732"",""R-HSA-198732"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167217"",""R-HSA-167217"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167674"",""R-HSA-167674"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167684"",""R-HSA-167684"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-177491"",""R-HSA-177491"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167684"",""R-HSA-167684"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167056"",""R-HSA-167056"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167684"",""R-HSA-167684"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-169891"",""R-HSA-169891"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167684"",""R-HSA-167684"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187697"",""R-HSA-187697"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167684"",""R-HSA-167684"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-198211"",""R-HSA-198211"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167684"",""R-HSA-167684"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-198732"",""R-HSA-198732"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-177938"",""R-HSA-177938"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170986"",""R-HSA-170986"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-177945"",""R-HSA-177945"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170986"",""R-HSA-170986"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-186834"",""R-HSA-186834"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170986"",""R-HSA-170986"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187035"",""R-HSA-187035"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-166542"",""R-HSA-166542"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187035"",""R-HSA-187035"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-193646"",""R-HSA-193646"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187035"",""R-HSA-187035"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-193653"",""R-HSA-193653"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187035"",""R-HSA-187035"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-193642"",""R-HSA-193642"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-193650"",""R-HSA-193650"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-204981"",""R-HSA-204981"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-193653"",""R-HSA-193653"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-193643"",""R-HSA-193643"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-193653"",""R-HSA-193653"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-193650"",""R-HSA-193650"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-193655"",""R-HSA-193655"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9012761"",""R-HSA-9012761"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-193668"",""R-HSA-193668"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-193646"",""R-HSA-193646"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-193679"",""R-HSA-193679"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-193682"",""R-HSA-193682"")","Annibali, D"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-193694"",""R-HSA-193694"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-193684"",""R-HSA-193684"")","Annibali, D"
