First_Reaction_Name,First_Reaction_ID,Second_Reaction_Name,Second_Reaction_ID,Second_Reaction_Author,ReactionsInSameDiagram?,Shared_Entity,Shared_Entity_Class,Shared_Entity_Relation_to_Second_Reaction,IsCyclic?,Logic,Value,Is _It_Curated?
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-163617"",""G alpha (s) activates adenylate cyclase"")",163617,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-392129"",""Adenylate cyclase converts ATP to 3',5'-cyclic AMP (cAMP) and pyrophosphate"")",392129,"Jupe, S",Yes,G alpha (s):GTP:Adenylate cyclase [plasma membrane],Complex,Catalyst,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-176116"",""Recruitment and activation of Chk1"")",176116,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6799246"",""CHEK1 phosphorylates TP53"")",6799246,"Orlic-Milacic, M",Yes,"p-S317,S345-CHEK1 [nucleoplasm]",EntityWithAccessionedSequence,Catalyst,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-182594"",""Association of INK4 family proteins with CDK4/6"")",182594,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8941895"",""Formation of CDK4/6:CCND complexes"")",8941895,"Matthews, L",Yes,"CDK4,CDK6:INK4 [cytosol]",Complex,Negative Regulator,False,AND,-1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2032794"",""WWTR1 (TAZ), TBX5, and PCAF form a complex"")",2032794,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2032800"",""Expression of NPPA (ANF)"")",2032800,"D'Eustachio, P",Yes,TBX5:WWTR1:PCAF [nucleoplasm],Complex,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2089927"",""STIM1 binds TRPC1 forming STIM1:TRPC1 complex"")",2089927,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2089943"",""TRPC1 translocates calcium from the extracellular region to the cytosol"")",2089943,"May, B",Yes,STIM1:TRPC1 [plasma membrane],Complex,Catalyst,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2318752"",""miR-26A microRNAs bind PTEN mRNA"")",2318752,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2321904"",""PTEN mRNA translation negatively regulated by microRNAs"")",2321904,"Orlic-Milacic, M",No,PTEN mRNA:miR-26A RISC [cytosol],Complex,Negative Regulator,False,AND,-1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000449"",""UBC9 (UBE2I) SUMOylates RANGAP1 with SUMO, which targets RANGAP1 to RANBP2"")",3000449,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9624893"",""RAN stimulates fusion of nuclear envelope (NE) membranes"")",9624893,"Gerace, L",Yes,SUMO1:RANGAP1 homodimer [nuclear envelope],Complex,Catalyst,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3209151"",""miR-24 binds p16INK4A and p14ARF mRNAs"")",3209151,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3209111"",""Translation of p14ARF mRNA is inhibited by miR-24"")",3209111,"Orlic-Milacic, M",Yes,p16INK4A/p14ARF mRNA: miR-24 Nonendonucleolytic RISC [cytosol],Complex,Negative Regulator,False,AND,-1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3239019"",""Active p38 MAPK phosphorylates MAPKAPK5"")",3239019,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3239014"",""MAPKAPK5 phosphorylates TP53"")",3239014,"Orlic-Milacic, M",Yes,phospho-p38 MAPK:p-T-182-MAPKAPK5 [nucleoplasm],Complex,Catalyst,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-381309"",""PPARG:RXRA heterodimer binds to fatty acid-like ligands"")",381309,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-560473"",""Expression of ANGPTL4"")",560473,"May, B",Yes,PPARG:Fatty Acid:RXRA:Mediator:Coactivator Complex [nucleoplasm],Complex,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-381309"",""PPARG:RXRA heterodimer binds to fatty acid-like ligands"")",381309,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-560517"",""Expression of CD36 (platelet glycoprotein IV, FAT)"")",560517,"May, B",Yes,PPARG:Fatty Acid:RXRA:Mediator:Coactivator Complex [nucleoplasm],Complex,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-400143"",""Fatty acid ligands activate PPARA"")",400143,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1592238"",""Expression of ALAS1"")",1592238,"May, B",Yes,PPARA:RXRA Coactivator complex [nucleoplasm],Complex,Positive Regulator,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-426209"",""DAG activation of TRPC channels"")",426209,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-426223"",""Cation influx mediated by TRPC3/6/7"")",426223,"Akkerman, JW",No,DAG-activated TRPC3/6/7 [plasma membrane],Complex,Catalyst,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-434700"",""STIM1 activation of CRAC"")",434700,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-434798"",""CRAC translocates calcium from the extracellular region to the cytosol"")",434798,"Akkerman, JW",Yes,CRAC channel [plasma membrane],Complex,Catalyst,False,AND,1,True
