First_Reaction_Name,First_Reaction_ID,Second_Reaction_Name,Second_Reaction_ID,Second_Reaction_Author,ReactionsInSameDiagram?,Shared_Entity,Shared_Entity_Class,Shared_Entity_Relation_to_Second_Reaction,IsCyclic?,Logic,Value,Is _It_Curated?
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111237"",""Formation of ADAR1 homodimer"")",111237,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-75090"",""Binding of ADAR1 homodimer to dsRNA duplex"")",75090,,Yes,ADAR1 homodimer  [nucleoplasm],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111237"",""Formation of ADAR1 homodimer"")",111237,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-77614"",""Deamination at C6 position of adenosine in Editosome (ADAR1)"")",77614,,Yes,ADAR1 homodimer  [nucleoplasm],Complex,Input,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111238"",""Formation of ADAR2  homodimer"")",111238,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-77613"",""Binding of ADAR2 homodimer to dsRNA duplex"")",77613,,Yes,ADAR2 homodimer [nucleoplasm],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111238"",""Formation of ADAR2  homodimer"")",111238,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-77615"",""Deamination at C6 position of adenosine in Editosome (ADAR2)"")",77615,,Yes,ADAR2 homodimer [nucleoplasm],Complex,Input,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111437"",""Cleavage of the 3'-end of the Histone Pre-mRNA"")",111437,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111439"",""Docking of Mature Histone mRNA complex:TAP at the NPC"")",111439,"Marzluff, WF",No,Mature intronless transcript derived Histone pre-mRNA:CBC complex [nucleoplasm],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111437"",""Cleavage of the 3'-end of the Histone Pre-mRNA"")",111437,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-77585"",""Recruitment of U7 snRNP:ZFP100 complex to the SLBP Bound Pre-mRNA"")",77585,"Gillespie, ME",No,U7 snRNP:ZNF473 [nucleoplasm],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111437"",""Cleavage of the 3'-end of the Histone Pre-mRNA"")",111437,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111438"",""Recruitment of U7 snRNP:ZFP100 complex to the Histone Pre-mRNA"")",111438,"Marzluff, WF",No,U7 snRNP:ZNF473 [nucleoplasm],Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111438"",""Recruitment of U7 snRNP:ZFP100 complex to the Histone Pre-mRNA"")",111438,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111437"",""Cleavage of the 3'-end of the Histone Pre-mRNA"")",111437,"Marzluff, WF",No,Capped Intronless Histone pre-mRNA:CBC:ZFP100 Complex [nucleoplasm],Complex,Input,True,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111439"",""Docking of Mature Histone mRNA complex:TAP at the NPC"")",111439,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-77095"",""Recognition and binding of the mRNA cap by the cap-binding complex "")",77095,"Buratowski, S",No,Cap Binding Complex (CBC) [nucleoplasm],Complex,Input,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111439"",""Docking of Mature Histone mRNA complex:TAP at the NPC"")",111439,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-158481"",""Transport of the Mature Intronless Transcript Derived Histone mRNA:TAP:Aly/Ref Complex through the NPC"")",158481,"Gillespie, ME",Yes,Mature Intronless Transcript Derived Histone mRNA:TAP:Aly/Ref complex [nucleoplasm],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-156661"",""Formation of Exon Junction Complex"")",156661,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-72160"",""Cleavage at the 3'-Splice Site and Exon Ligation"")",72160,,Yes,pre-EJC:Spliceosomal C:pre-mRNP:CBC [nucleoplasm],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-158441"",""Transport of the Mature intronless transcript derived mRNA:TAP:Aly/Ref Complex through the NPC"")",158441,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-158447"",""Release of the Mature intronless derived mRNA, TAP, and Aly/Ref from the NPC"")",158447,"Gillespie, ME",Yes,Mature intronless derived mRNA:TAP:Aly/Ref complex [cytosol],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-158481"",""Transport of the Mature Intronless Transcript Derived Histone mRNA:TAP:Aly/Ref Complex through the NPC"")",158481,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-158484"",""Release of the SLBP independent Histone mRNA from the NPC"")",158484,"Gillespie, ME",Yes,Mature Intronless Transcript Derived Histone mRNA:TAP:Aly/Ref Complex [cytosol],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-159046"",""Transport of the Mature IntronlessTranscript Derived Histone mRNA:SLBP:TAP:Aly/Ref complex through the NPC"")",159046,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-159050"",""Release of the Mature intronless transcript derived Histone mRNA:SLBP:eIF4E Complex"")",159050,"Gillespie, ME",Yes,Mature intronless transcript derived Histone mRNA:SLBP:TAP:Aly/Ref complex [cytosol],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-159101"",""NXF1:NXT1 (TAP:p15) binds capped mRNA:CBC:EJC:TREX (minus DDX39B)"")",159101,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-75096"",""Docking of the TAP:EJC Complex with the NPC"")",75096,,Yes,"NXF1,2:NXT1::polyadenylated, capped mRNA:CBC:EJC:TREX:SRSF proteins [nucleoplasm]",Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-191763"",""snRNP:Snurportin complex formation"")",191763,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-191830"",""snRNP nuclear import and release"")",191830,"Gillespie, ME",Yes,Spliceosomal m3G capped snRNA:SMN:SM:Snurportin complex  [cytosol],Complex,Input,True,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-191784"",""snRNA Cap hypermethylation"")",191784,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-191763"",""snRNP:Snurportin complex formation"")",191763,"Gillespie, ME",Yes,Spliceosomal m3G capped snRNAs with SMN:SM protein complex bound [cytosol],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-191786"",""snRNP complex assembly"")",191786,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-191784"",""snRNA Cap hypermethylation"")",191784,"Gillespie, ME",Yes,Spliceosomal m7G capped snRNAs with SMN:SM protein complex bound [cytosol],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-191790"",""Loading and methylation of Sm proteins onto SMN Complexes"")",191790,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-191786"",""snRNP complex assembly"")",191786,"Gillespie, ME",Yes,SMN:SM protein complex [cytosol],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-191825"",""Nuclear export of snRNA transcripts"")",191825,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-191786"",""snRNP complex assembly"")",191786,"Gillespie, ME",Yes,m7G capped Spliceosomal snRNA [cytosol],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-191830"",""snRNP nuclear import and release"")",191830,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-191763"",""snRNP:Snurportin complex formation"")",191763,"Gillespie, ME",Yes,SNUPN [cytosol],EntityWithAccessionedSequence,Input,True,AND,1,False
