First_Reaction_Name,First_Reaction_ID,Second_Reaction_Name,Second_Reaction_ID,Second_Reaction_Author,ReactionsInSameDiagram?,Shared_Entity,Shared_Entity_Class,Shared_Entity_Relation_to_Second_Reaction,IsCyclic?,Logic,Value,Is _It_Curated?
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237325"",""Hemoglobin A is protonated and carbamated causing release of oxygen"")",1237325,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1247668"",""Hemoglobin A binds O2, releasing H+ and CO2"")",1247668,"May, B",No,Protonated Carbamino DeoxyHbA [cytosol],Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1247668"",""Hemoglobin A binds O2, releasing H+ and CO2"")",1247668,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237325"",""Hemoglobin A is protonated and carbamated causing release of oxygen"")",1237325,"May, B",No,OxyHbA [cytosol],Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-163617"",""G alpha (s) activates adenylate cyclase"")",163617,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-164377"",""Activated Adenylate cyclase catalyses cAMP synthesis"")",164377,,No,G alpha (s):GTP:Adenylate cyclase [plasma membrane],Complex,Catalyst,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-171059"",""LDLR:LDL complex [coated vesicle membrane] => LDLR:LDL complex [endosome membrane]"")",171059,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-171106"",""LDLR:LDL complex => LDLR + LDL"")",171106,"D'Eustachio, P",Yes,LDL:LDLR complex [endosome membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-171087"",""LDLR [endosome membrane] => LDLR [plasma membrane]"")",171087,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174657"",""chylomicron remnant:apoE complex + LDLR => chylomicron remnant:apoE:LDLR complex"")",174657,"D'Eustachio, P",Yes,LDLR [plasma membrane],EntityWithAccessionedSequence,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-171087"",""LDLR [endosome membrane] => LDLR [plasma membrane]"")",171087,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-171122"",""LDL + LDLR => LDL:LDLR complex"")",171122,"D'Eustachio, P",Yes,LDLR [plasma membrane],EntityWithAccessionedSequence,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-171087"",""LDLR [endosome membrane] => LDLR [plasma membrane]"")",171087,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6784734"",""PCSK9 binds LDLR"")",6784734,"Sanchis, A",Yes,LDLR [plasma membrane],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-171106"",""LDLR:LDL complex => LDLR + LDL"")",171106,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8876366"",""LDL translocates from endosome lumen to lysosome lumen"")",8876366,"Jassal, B",Yes,LDL [endosome lumen],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-171106"",""LDLR:LDL complex => LDLR + LDL"")",171106,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-171087"",""LDLR [endosome membrane] => LDLR [plasma membrane]"")",171087,"D'Eustachio, P",Yes,LDLR [endosome membrane],EntityWithAccessionedSequence,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-171122"",""LDL + LDLR => LDL:LDLR complex"")",171122,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-171141"",""LDL:LDLR complex [plasma membrane] => LDL:LDLR complex [clathrin-coated vesicle] (LDLRAP1-independent)"")",171141,"D'Eustachio, P",Yes,LDL:LDLR complex [plasma membrane],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-171141"",""LDL:LDLR complex [plasma membrane] => LDL:LDLR complex [clathrin-coated vesicle] (LDLRAP1-independent)"")",171141,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-171059"",""LDLR:LDL complex [coated vesicle membrane] => LDLR:LDL complex [endosome membrane]"")",171059,"D'Eustachio, P",Yes,LDL:LDLR complex [clathrin-coated endocytic vesicle membrane],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174587"",""nascent chylomicron [endoplasmic reticulum lumen] => nascent chylomicron [extracellular]"")",174587,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174660"",""nascent chylomicron + spherical HDL:apoC-II:apoC-III:apoE =>spherical  HDL + chylomicron"")",174660,"D'Eustachio, P",Yes,nascent chylomicron [extracellular region],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174624"",""chylomicron remnant:apoE:LDLR complex => chylomicron remnant:apoE + LDLR"")",174624,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-171087"",""LDLR [endosome membrane] => LDLR [plasma membrane]"")",171087,"D'Eustachio, P",Yes,LDLR [endosome membrane],EntityWithAccessionedSequence,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174657"",""chylomicron remnant:apoE complex + LDLR => chylomicron remnant:apoE:LDLR complex"")",174657,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174706"",""chylomicron remnant:apoE:LDLR complex [plasma membrane] => chylomicron remnant:apoE:LDLR complex [clathrin-coated vesicle] (LDLRAP1-dependent)"")",174706,"D'Eustachio, P",Yes,chylomicron remnant:apoE:LDLR complex [plasma membrane],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174660"",""nascent chylomicron + spherical HDL:apoC-II:apoC-III:apoE =>spherical  HDL + chylomicron"")",174660,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-266315"",""LCAT + spherical HDL <=> LCAT:spherical HDL complex"")",266315,"D'Eustachio, P",Yes,spherical HDL [extracellular region],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174660"",""nascent chylomicron + spherical HDL:apoC-II:apoC-III:apoE =>spherical  HDL + chylomicron"")",174660,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-349404"",""CETP + spherical HDL + torcetrapib => CETP:spherical HDL:torcetrapib complex"")",349404,"D'Eustachio, P",Yes,spherical HDL [extracellular region],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174660"",""nascent chylomicron + spherical HDL:apoC-II:apoC-III:apoE =>spherical  HDL + chylomicron"")",174660,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-266303"",""Spherical HDL binds C and E apolipoproteins"")",266303,"D'Eustachio, P",Yes,spherical HDL [extracellular region],Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174660"",""nascent chylomicron + spherical HDL:apoC-II:apoC-III:apoE =>spherical  HDL + chylomicron"")",174660,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-266328"",""CETP-mediated lipid exchange: spherical HDL gains triacylglycerol"")",266328,"D'Eustachio, P",Yes,spherical HDL [extracellular region],Complex,Input,False,OR,0,False
