First_Reaction_Name,First_Reaction_ID,Second_Reaction_Name,Second_Reaction_ID,Second_Reaction_Author,ReactionsInSameDiagram?,Shared_Entity,Shared_Entity_Class,Shared_Entity_Relation_to_Second_Reaction,IsCyclic?,Logic,Value,Is _It_Curated?
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1017228"",""Glycoproteins with lesser folding defects get transported back to the ER and the CNX/CRT complex"")",1017228,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-535717"",""Binding of calnexin/calreticulin to the unfolded protein"")",535717,"Dall'Olio, GM",Yes,unfolded protein:(Glc)1 (GlcNAc)2 (Man)9 (Asn)1 [endoplasmic reticulum lumen],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1022127"",""Ub-unfolded protein:(GlcNAc)2 (Man)9-5 translocates from ERQC to cytosol"")",1022127,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8853379"",""ENGASE hydrolyses unfolded protein:(GlcNAc)2 (Man(9-5)"")",8853379,"Jassal, B",Yes,Ub-unfolded protein:(GlcNAc)2 (Man)9-5 [cytosol],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1022127"",""Ub-unfolded protein:(GlcNAc)2 (Man)9-5 translocates from ERQC to cytosol"")",1022127,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8850594"",""Deglycosylation complex hydrolyses N-glycans from unfolded glycoproteins"")",8850594,"Jassal, B",Yes,Ub-unfolded protein:(GlcNAc)2 (Man)9-5 [cytosol],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-141671"",""Polypeptide release from the eRF3-GDP:eRF1:mRNA:80S Ribosome complex"")",141671,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5691512"",""APEH hydrolyses NAc-Ser-protein"")",5691512,"Jassal, B",Yes,NAc-Ser:protein [cytosol],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-141673"",""GTP Hydrolysis by eRF3 bound to the eRF1:mRNA:polypeptide:80S Ribosome complex"")",141673,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-141671"",""Polypeptide release from the eRF3-GDP:eRF1:mRNA:80S Ribosome complex"")",141671,"Gillespie, ME",Yes,Me-Q185-ETF1 dimer:eRF3:GDP:80S Ribosome:mRNA:peptidyl-tRNA Complex [cytosol],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-141691"",""GTP bound eRF3:eRF1 complex binds the peptidyl tRNA:mRNA:80S Ribosome complex"")",141691,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-141673"",""GTP Hydrolysis by eRF3 bound to the eRF1:mRNA:polypeptide:80S Ribosome complex"")",141673,"Gillespie, ME",Yes,Me-Q185-ETF1 dimer:eRF3:GTP:80S Ribosome:mRNA:peptidyl-tRNA [cytosol],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-156808"",""Formation of translation initiation complexes yielding circularized Ceruloplasmin mRNA in a  'closed-loop' conformation"")",156808,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-72673"",""Release of 40S and 60S subunits from the 80S ribosome "")",72673,,Yes,EIF1AX [cytosol],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-156808"",""Formation of translation initiation complexes yielding circularized Ceruloplasmin mRNA in a  'closed-loop' conformation"")",156808,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-72676"",""eIF3 and eIF1A bind to the 40S subunit"")",72676,,Yes,EIF1AX [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-156808"",""Formation of translation initiation complexes yielding circularized Ceruloplasmin mRNA in a  'closed-loop' conformation"")",156808,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-156808"",""Formation of translation initiation complexes yielding circularized Ceruloplasmin mRNA in a  'closed-loop' conformation"")",156808,"Matthews, L",Yes,EIF1AX [cytosol],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-156808"",""Formation of translation initiation complexes yielding circularized Ceruloplasmin mRNA in a  'closed-loop' conformation"")",156808,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-157849"",""Formation of translation initiation complexes containing mRNA that does not circularize"")",157849,,Yes,EIF1AX [cytosol],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-156808"",""Formation of translation initiation complexes yielding circularized Ceruloplasmin mRNA in a  'closed-loop' conformation"")",156808,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-72697"",""Start codon recognition"")",72697,,Yes,EIF1AX [cytosol],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-156808"",""Formation of translation initiation complexes yielding circularized Ceruloplasmin mRNA in a  'closed-loop' conformation"")",156808,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-156823"",""Association of phospho-L13a with GAIT element of Ceruloplasmin mRNA"")",156823,"Matthews, L",Yes,43S: Ceruloplasmin mRNA:eIF4F:eIF4B:eIF4H:PABP [cytosol],Complex,Input,False,AND,1,True
