First_Reaction_Name,First_Reaction_ID,Second_Reaction_Name,Second_Reaction_ID,Second_Reaction_Author,ReactionsInSameDiagram?,Shared_Entity,Shared_Entity_Class,Shared_Entity_Relation_to_Second_Reaction,IsCyclic?,Logic,Value,Is _It_Curated?
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-373714"",""Cis-Heterodimerization of nephrin and KIRREL"")",373714,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-451403"",""Interaction of nephrin with adherens junction-associated proteins"")",451403,"de Bono, B",Yes,NPHS1 dimer:KIRREL [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-373714"",""Cis-Heterodimerization of nephrin and KIRREL"")",373714,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8981534"",""Nephrin dimer:KIRREL binds FYN"")",8981534,"de Bono, B",Yes,NPHS1 dimer:KIRREL [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-373714"",""Cis-Heterodimerization of nephrin and KIRREL"")",373714,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-451377"",""Interaction of IQGAP1 with nephrin"")",451377,"de Bono, B",Yes,NPHS1 dimer:KIRREL [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-373714"",""Cis-Heterodimerization of nephrin and KIRREL"")",373714,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-373722"",""Nephrin binds CASK"")",373722,"de Bono, B",Yes,NPHS1 dimer:KIRREL [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-373724"",""Nephrin binds NCK"")",373724,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-532603"",""Nephrin mediated activation of N-WASP"")",532603,"de Bono, B",Yes,NEPH1:p-Nephrin:Fyn:NCK [plasma membrane],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-373727"",""Nephrin binds CD2AP"")",373727,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-451758"",""p85 associates with both p-Nephrin and CD2AP"")",451758,"de Bono, B",Yes,CD2AP:p-Nephrin:Fyn:NEPH1 [plasma membrane],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-373732"",""Nephrin trans-homophilic interaction"")",373732,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-451757"",""Heterodimerization of nephrin and KIRREL2, KIRREL3"")",451757,"de Bono, B",Yes,NPHS1 dimer [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-373732"",""Nephrin trans-homophilic interaction"")",373732,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-373714"",""Cis-Heterodimerization of nephrin and KIRREL"")",373714,"de Bono, B",Yes,NPHS1 dimer [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-373747"",""Phosphorylation of nephrin by FYN"")",373747,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-373734"",""Nephrin interacts with Podocin"")",373734,"de Bono, B",Yes,"p-Y1158,Y1176,Y1193,Y1217-NPHS1:KIRREL:FYN [plasma membrane]",Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-373747"",""Phosphorylation of nephrin by FYN"")",373747,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-373724"",""Nephrin binds NCK"")",373724,"de Bono, B",Yes,"p-Y1158,Y1176,Y1193,Y1217-NPHS1:KIRREL:FYN [plasma membrane]",Complex,Input,False,OR,0,True
