First_Reaction_Name,First_Reaction_ID,Second_Reaction_Name,Second_Reaction_ID,Second_Reaction_Author,ReactionsInSameDiagram?,Shared_Entity,Shared_Entity_Class,Shared_Entity_Relation_to_Second_Reaction,IsCyclic?,Logic,Value,Is _It_Curated?
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109955"",""Formation of ERCC1:XPF heterodimeric complex"")",109955,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6782141"",""Binding of ERCC1:ERCC4 (ERCC1:XPF) to pre-incision complex in TC-NER"")",6782141,"Hoeijmakers, JH",Yes,ERCC1:ERCC4 [nucleoplasm],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109955"",""Formation of ERCC1:XPF heterodimeric complex"")",109955,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5690991"",""Binding of ERCC1:ERCC4 (ERCC1:XPF) to pre-incision complex in GG-NER"")",5690991,"Hoeijmakers, JH",Yes,ERCC1:ERCC4 [nucleoplasm],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109955"",""Formation of ERCC1:XPF heterodimeric complex"")",109955,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6785732"",""DNA nucleases bind monoubiquitinated ID2 complex"")",6785732,"Orlic-Milacic, M",No,ERCC1:ERCC4 [nucleoplasm],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109955"",""Formation of ERCC1:XPF heterodimeric complex"")",109955,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5686657"",""ERCC1:XPF cleaves flaps generated by SSA"")",5686657,"Orlic-Milacic, M",No,ERCC1:ERCC4 [nucleoplasm],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110156"",""UNG glycosylase mediated recognition and binding of an uracil opposite to a guanine"")",110156,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110215"",""Cleavage of uracil by UNG glycosylase"")",110215,"Matthews, L",Yes,UNG-1:(Ura:Gua)-dsDNA [nucleoplasm],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110157"",""UNG glycosylase mediated recognition and binding of a 5-hydroxyuracil opposite to a guanine"")",110157,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110217"",""Cleavage of 5-hydroxyluracil by UNG glycosylase"")",110217,"Matthews, L",Yes,UNG-1:5-OHU-dsDNA [nucleoplasm],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110158"",""TDG glycosylase mediated recognition and binding of a thymine opposite to a guanine"")",110158,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110219"",""Cleavage of thymine by TDG glycosylase"")",110219,"Matthews, L",Yes,TDG:(T:G)-dsDNA [nucleoplasm],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110159"",""TDG glycosylase mediated recognition and binding of an uracil opposite to a guanine"")",110159,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110218"",""Cleavage of uracil by TDG glycosylase"")",110218,"Matthews, L",Yes,TDG:(Ura:Gua)-dsDNA [nucleoplasm],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110164"",""SMUG1 glycosylase mediated recognition and binding of uracil in DNA"")",110164,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110221"",""Cleavage of uracil by SMUG1 glycosylase"")",110221,"Matthews, L",Yes,SMUG1:Ura-DNA [nucleoplasm],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110171"",""MBD4 glycosylase mediated recognition and binding of an uracil opposite to a guanine at CpG sequences"")",110171,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110231"",""Cleavage of uracil by MBD4 glycosylase"")",110231,"Matthews, L",Yes,MBD4:CpG(U:G)-dsDNA [nucleoplasm],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110172"",""MBD4 glycosylase mediated recognition and binding of a thymine opposite to a guanine at CpG sequences"")",110172,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110232"",""Cleavage of thymine by MBD4 glycosylase"")",110232,"Matthews, L",Yes,MBD4:CpG(T:G)-dsDNA [nucleoplasm],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110208"",""NTHL1 glycosylase mediated recognition and binding of cytosine glycol"")",110208,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110226"",""Cleavage of cytosine glycol by NTHL1 glycosylase"")",110226,"Matthews, L",Yes,NTHL1:Cg-dsDNA [nucleoplasm],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110210"",""TDG glycosylase mediated recognition and binding of an ethenocytosine"")",110210,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110234"",""Cleavage of ethenocytosine by TDG glycosylase "")",110234,"Matthews, L",Yes,TDG:EtCYT-dsDNA [nucleoplasm],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110211"",""NTHL1 glycosylase mediated recognition and binding of thymine glycol"")",110211,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110224"",""Cleavage of thymine glycol by NTHL1 glycosylase  "")",110224,"Matthews, L",Yes,NTHL1:Tg-dsDNA [nucleoplasm],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110212"",""NTHL1 glycosylase mediated recognition and binding of dihydrouracil"")",110212,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110227"",""Cleavage of dihydrouracil by NTHL1 glycosylase"")",110227,"Matthews, L",Yes,NTHL1:DHU-dsDNA [nucleoplasm],Complex,Input,False,OR,0,True
