First_Reaction,Second_Reaction,Shared_Entity,Shared_Entity_Type,Logic,Value
R-HSA-1368140,R-HSA-1592233,R-HSA-442481,Input,OR,0
R-HSA-1368140,R-HSA-1592244,R-HSA-442481,Input,OR,0
R-HSA-1592234,R-HSA-1592240,R-HSA-1592206,Input,AND,1
R-HSA-1592240,R-HSA-2466392,R-HSA-1592226,Input,OR,0
R-HSA-1592240,R-HSA-1592239,R-HSA-1592226,Input,OR,0
R-HSA-1592240,R-HSA-1592236,R-HSA-1592226,Input,OR,0
R-HSA-1592240,R-HSA-1592235,R-HSA-1592226,Input,OR,0
R-HSA-1592240,R-HSA-1592234,R-HSA-1592226,Input,OR,0
R-HSA-1592240,R-HSA-2466391,R-HSA-1592226,Input,OR,0
R-HSA-1592240,R-HSA-1592243,R-HSA-1592226,Input,OR,0
R-HSA-1592240,R-HSA-1592241,R-HSA-1592226,Input,OR,0
R-HSA-1592240,R-HSA-1592251,R-HSA-1592226,Input,OR,0
R-HSA-1592240,R-HSA-1592250,R-HSA-1592226,Input,OR,0
R-HSA-1592240,R-HSA-1592249,R-HSA-1592226,Input,OR,0
R-HSA-1592240,R-HSA-2466367,R-HSA-1592226,Input,OR,0
R-HSA-1592242,R-HSA-2466392,R-HSA-1592205,Input,OR,0
R-HSA-1592242,R-HSA-1592236,R-HSA-1592205,Input,OR,0
R-HSA-1592242,R-HSA-2466391,R-HSA-1592205,Input,OR,0
R-HSA-1592242,R-HSA-1592245,R-HSA-1592205,Input,OR,0
R-HSA-1592242,R-HSA-2466370,R-HSA-1592205,Input,OR,0
R-HSA-1592242,R-HSA-2466369,R-HSA-1592205,Input,OR,0
R-HSA-1592242,R-HSA-1592250,R-HSA-1592205,Input,OR,0
R-HSA-1592242,R-HSA-1592249,R-HSA-1592205,Input,OR,0
R-HSA-1592242,R-HSA-2466367,R-HSA-1592205,Input,OR,0
R-HSA-1592245,R-HSA-1592238,R-HSA-2466384,Positive Regulator,AND,1
R-HSA-1592246,R-HSA-1592229,R-HSA-1592203,Input,AND,1
R-HSA-1605428,R-HSA-1592231,R-HSA-446159,Positive Regulator,AND,1
R-HSA-1605428,R-HSA-1592238,R-HSA-446159,Positive Regulator,AND,1
R-HSA-1605428,R-HSA-1592247,R-HSA-446159,Positive Regulator,AND,1
R-HSA-1605428,R-HSA-8940309,R-HSA-446159,Positive Regulator,AND,1
R-HSA-2466369,R-HSA-1592247,R-HSA-2466375,Positive Regulator,AND,1
R-HSA-2466370,R-HSA-1592231,R-HSA-2466382,Positive Regulator,AND,1
R-HSA-5617820,R-HSA-5617825,R-HSA-5617798,Input,AND,1
R-HSA-5617825,R-HSA-5624949,R-HSA-5617799,Input,AND,1
R-HSA-5617828,R-HSA-5617825,R-HSA-5617625,Input,AND,1
R-HSA-5617829,R-HSA-5624949,R-HSA-5617795,Input,AND,1
R-HSA-5618328,R-HSA-5618331,R-HSA-5618327,Input,OR,0
R-HSA-5618331,R-HSA-5618328,R-HSA-190599,Input,OR,0
R-HSA-5620914,R-HSA-5620918,R-HSA-5620917,Input,AND,1
R-HSA-5620918,R-HSA-5620921,R-HSA-5623429,Input,AND,1
R-HSA-5620921,R-HSA-5623513,R-HSA-5623434,Input,OR,0
R-HSA-5623508,R-HSA-5620914,R-HSA-5623423,Input,AND,1
R-HSA-5623513,R-HSA-5623519,R-HSA-5623437,Input,AND,1
R-HSA-5623513,R-HSA-5623508,R-HSA-5623424,Input,OR,0
R-HSA-5623519,R-HSA-5623521,R-HSA-5623444,Input,OR,0
R-HSA-5623521,R-HSA-5623525,R-HSA-5623447,Input,AND,1
R-HSA-5623524,R-HSA-5623527,R-HSA-5623455,Input,OR,0
R-HSA-5623525,R-HSA-5623524,R-HSA-5623450,Input,AND,1
R-HSA-5624125,R-HSA-5617815,R-HSA-5617794,Input,OR,0
R-HSA-5624125,R-HSA-5624129,R-HSA-5617794,Input,OR,0
R-HSA-5624125,R-HSA-5624126,R-HSA-5617794,Input,OR,0
R-HSA-5624126,R-HSA-5624127,R-HSA-5624114,Input,AND,1
R-HSA-5624129,R-HSA-5624127,R-HSA-5624121,Negative Regulator,AND,-1
R-HSA-5624130,R-HSA-5638004,R-HSA-5624076,Input,AND,1
R-HSA-5624131,R-HSA-5624132,R-HSA-5624122,Input,AND,1
R-HSA-5624132,R-HSA-5624133,R-HSA-5624105,Input,AND,1
R-HSA-5624133,R-HSA-5624130,R-HSA-5624104,Input,OR,0
R-HSA-5624949,R-HSA-5625416,R-HSA-5624945,Input,AND,1
R-HSA-5624951,R-HSA-5624948,R-HSA-5624928,Input,AND,1
R-HSA-5624952,R-HSA-5625426,R-HSA-5625425,Input,AND,1
R-HSA-5624953,R-HSA-5638012,R-HSA-5637977,Input,OR,0
R-HSA-5624954,R-HSA-5624953,R-HSA-5624936,Input,AND,1
R-HSA-5624956,R-HSA-5624954,R-HSA-5624934,Input,AND,1
R-HSA-5625416,R-HSA-5625421,R-HSA-5625417,Input,OR,0
R-HSA-5625421,R-HSA-5624952,R-HSA-5625418,Input,AND,1
R-HSA-5625421,R-HSA-5624952,R-HSA-5625350,Input,AND,1
R-HSA-5625424,R-HSA-5624949,R-HSA-5624940,Input,AND,1
R-HSA-5625424,R-HSA-5624949,R-HSA-5617795,Input,AND,1
R-HSA-5625424,R-HSA-5624949,R-HSA-5617799,Input,AND,1
R-HSA-5625426,R-HSA-5625424,R-HSA-5624947,Input,OR,0
R-HSA-5626220,R-HSA-5626223,R-HSA-5626175,Input,AND,1
R-HSA-5626223,R-HSA-5626228,R-HSA-5626176,Input,AND,1
R-HSA-5626227,R-HSA-5626681,R-HSA-5626181,Input,AND,1
R-HSA-5626228,R-HSA-5626699,R-HSA-5626178,Input,AND,1
R-HSA-5626681,R-HSA-5638009,R-HSA-5626673,Input,AND,1
R-HSA-5626699,R-HSA-5626227,R-HSA-5626678,Input,OR,0
R-HSA-5638004,R-HSA-5638007,R-HSA-5637985,Input,AND,1
R-HSA-5638006,R-HSA-5638016,R-HSA-5637984,Input,OR,0
R-HSA-5638007,R-HSA-5638006,R-HSA-5637988,Input,AND,1
R-HSA-5638009,R-HSA-5617816,R-HSA-5637989,Catalyst,AND,1
R-HSA-5638014,R-HSA-5638009,R-HSA-5637982,Input,AND,1
R-HSA-5638016,R-HSA-5638007,R-HSA-5624052,Input,AND,1
R-HSA-5638016,R-HSA-5638004,R-HSA-5624052,Input,AND,1
R-HSA-5625421,R-HSA-5624952,R-HSA-5625374,Input,AND,1
R-HSA-5625421,R-HSA-5624952,R-HSA-5625385,Input,AND,1
R-HSA-5688289,R-HSA-5688276,R-HSA-5687782,Input,OR,0
R-HSA-5688289,R-HSA-5688276,R-HSA-5687780,Input,OR,0
R-HSA-5688289,R-HSA-5688276,R-HSA-70582,Input,OR,0
