First_Reaction,Second_Reaction,Shared_Entity,Shared_Entity_Type,Logic,Value
R-HSA-1112609,R-HSA-452392,R-HSA-1112611,Positive Regulator,AND,1
R-HSA-1181152,R-HSA-1181354,R-HSA-1181130,Input,OR,0
R-HSA-1181152,R-HSA-1181352,R-HSA-1181130,Input,OR,0
R-HSA-170847,R-HSA-173488,R-HSA-171175,Input,AND,1
R-HSA-173488,R-HSA-1535903,R-HSA-173511,Input,OR,0
R-HSA-173488,R-HSA-1225919,R-HSA-173511,Input,OR,0
R-HSA-1980047,R-HSA-210836,R-HSA-210825,Negative Regulator,AND,-1
R-HSA-198756,R-HSA-199935,R-HSA-198683,Catalyst,AND,1
R-HSA-204364,R-HSA-376141,R-HSA-390371,Input,OR,0
R-HSA-204364,R-HSA-8986258,R-HSA-390371,Input,OR,0
R-HSA-204364,R-HSA-8985591,R-HSA-390371,Input,OR,0
R-HSA-204364,R-HSA-428511,R-HSA-390371,Input,OR,0
R-HSA-204364,R-HSA-376145,R-HSA-390371,Input,OR,0
R-HSA-204364,R-HSA-428536,R-HSA-390371,Input,OR,0
R-HSA-204364,R-HSA-376140,R-HSA-390371,Input,OR,0
R-HSA-210769,R-HSA-210773,R-HSA-211179,Positive Regulator,AND,1
R-HSA-210769,R-HSA-210780,R-HSA-211179,Positive Regulator,AND,1
R-HSA-210769,R-HSA-211346,R-HSA-211179,Positive Regulator,AND,1
R-HSA-210769,R-HSA-211350,R-HSA-211179,Positive Regulator,AND,1
R-HSA-210769,R-HSA-211301,R-HSA-211179,Positive Regulator,AND,1
R-HSA-210769,R-HSA-211289,R-HSA-211179,Positive Regulator,AND,1
R-HSA-210784,R-HSA-210769,R-HSA-210782,Positive Regulator,AND,1
R-HSA-210784,R-HSA-210767,R-HSA-210782,Positive Regulator,AND,1
R-HSA-210784,R-HSA-210837,R-HSA-210782,Positive Regulator,AND,1
R-HSA-210784,R-HSA-210836,R-HSA-210782,Positive Regulator,AND,1
R-HSA-210784,R-HSA-210824,R-HSA-210782,Positive Regulator,AND,1
R-HSA-210824,R-HSA-210784,R-HSA-3004721,Positive Regulator,AND,1
R-HSA-210824,R-HSA-210788,R-HSA-3004721,Positive Regulator,AND,1
R-HSA-210836,R-HSA-210913,R-HSA-189530,Positive Regulator,AND,1
R-HSA-210836,R-HSA-210886,R-HSA-189530,Positive Regulator,AND,1
R-HSA-210836,R-HSA-210921,R-HSA-189530,Positive Regulator,AND,1
R-HSA-210836,R-HSA-210920,R-HSA-189530,Positive Regulator,AND,1
R-HSA-210920,R-HSA-211346,R-HSA-186689,Positive Regulator,AND,1
R-HSA-210921,R-HSA-211289,R-HSA-186537,Positive Regulator,AND,1
R-HSA-211164,R-HSA-211178,R-HSA-199306,Input,AND,1
R-HSA-211272,R-HSA-210773,R-HSA-211179,Positive Regulator,AND,1
R-HSA-211272,R-HSA-210780,R-HSA-211179,Positive Regulator,AND,1
R-HSA-211272,R-HSA-211346,R-HSA-211179,Positive Regulator,AND,1
R-HSA-211272,R-HSA-211350,R-HSA-211179,Positive Regulator,AND,1
R-HSA-211272,R-HSA-211301,R-HSA-211179,Positive Regulator,AND,1
R-HSA-211272,R-HSA-211289,R-HSA-211179,Positive Regulator,AND,1
R-HSA-2889036,R-HSA-2972975,R-HSA-452472,Input,OR,0
R-HSA-2889036,R-HSA-2972964,R-HSA-452472,Input,OR,0
R-HSA-2889036,R-HSA-2972967,R-HSA-452472,Input,OR,0
R-HSA-2889036,R-HSA-2972960,R-HSA-452472,Input,OR,0
R-HSA-2889036,R-HSA-2972962,R-HSA-452472,Input,OR,0
R-HSA-2889036,R-HSA-2972956,R-HSA-452472,Input,OR,0
R-HSA-2889036,R-HSA-6800120,R-HSA-452472,Input,OR,0
R-HSA-2889036,R-HSA-2972978,R-HSA-452472,Input,OR,0
R-HSA-2889036,R-HSA-2972952,R-HSA-452472,Input,OR,0
R-HSA-2889036,R-HSA-2972949,R-HSA-452472,Input,OR,0
R-HSA-2889036,R-HSA-2972965,R-HSA-452472,Input,OR,0
R-HSA-2889036,R-HSA-2972948,R-HSA-452472,Input,OR,0
R-HSA-2889036,R-HSA-2972966,R-HSA-452472,Input,OR,0
R-HSA-2889036,R-HSA-2972977,R-HSA-452472,Input,OR,0
R-HSA-2889036,R-HSA-2972979,R-HSA-452472,Input,OR,0
R-HSA-2889036,R-HSA-1112609,R-HSA-452472,Input,OR,0
R-HSA-2889036,R-HSA-2895778,R-HSA-452472,Input,OR,0
R-HSA-2889036,R-HSA-480204,R-HSA-452472,Input,OR,0
R-HSA-2889036,R-HSA-480685,R-HSA-452472,Input,OR,0
R-HSA-2895778,R-HSA-480520,R-HSA-2889026,Positive Regulator,AND,1
R-HSA-2972956,R-HSA-452515,R-HSA-2889003,Positive Regulator,AND,1
R-HSA-2972960,R-HSA-480515,R-HSA-2889015,Positive Regulator,AND,1
R-HSA-2972962,R-HSA-452338,R-HSA-2889018,Positive Regulator,AND,1
R-HSA-2972964,R-HSA-452750,R-HSA-2889032,Positive Regulator,AND,1
R-HSA-2972967,R-HSA-480509,R-HSA-2889014,Positive Regulator,AND,1
R-HSA-2972968,R-HSA-480520,R-HSA-2889008,Negative Regulator,AND,-1
R-HSA-2972975,R-HSA-452958,R-HSA-2889029,Positive Regulator,AND,1
R-HSA-2972978,R-HSA-480470,R-HSA-2889030,Positive Regulator,AND,1
R-HSA-373707,R-HSA-373720,R-HSA-373678,Input,OR,0
R-HSA-373707,R-HSA-418866,R-HSA-373678,Input,OR,0
R-HSA-373711,R-HSA-9011224,R-HSA-373667,Input,OR,0
R-HSA-373711,R-HSA-373707,R-HSA-373667,Input,OR,0
R-HSA-373711,R-HSA-374665,R-HSA-373667,Input,OR,0
R-HSA-373711,R-HSA-374667,R-HSA-373667,Input,OR,0
R-HSA-373716,R-HSA-418858,R-HSA-373663,Input,AND,1
R-HSA-373720,R-HSA-418872,R-HSA-373662,Input,OR,0
R-HSA-373729,R-HSA-443774,R-HSA-373676,Input,AND,1
R-HSA-373751,R-HSA-373713,R-HSA-373660,Input,AND,1
R-HSA-374662,R-HSA-374664,R-HSA-374570,Input,OR,0
R-HSA-374664,R-HSA-374663,R-HSA-374558,Input,AND,1
R-HSA-374675,R-HSA-445076,R-HSA-374569,Input,OR,0
R-HSA-374675,R-HSA-392751,R-HSA-374569,Input,OR,0
R-HSA-374677,R-HSA-374680,R-HSA-374575,Input,AND,1
R-HSA-374680,R-HSA-443779,R-HSA-191438,Input,AND,1
R-HSA-374701,R-HSA-373716,R-HSA-374551,Input,AND,1
R-HSA-375138,R-HSA-375141,R-HSA-375094,Input,OR,0
R-HSA-375138,R-HSA-375140,R-HSA-375094,Input,OR,0
R-HSA-375140,R-HSA-376121,R-HSA-375092,Input,AND,1
R-HSA-375149,R-HSA-375144,R-HSA-375101,Input,AND,1
R-HSA-375160,R-HSA-419033,R-HSA-375093,Negative Regulator,AND,-1
R-HSA-375161,R-HSA-525833,R-HSA-375103,Input,OR,0
R-HSA-375161,R-HSA-391867,R-HSA-375103,Input,OR,0
R-HSA-376117,R-HSA-449200,R-HSA-376011,Input,AND,1
R-HSA-376119,R-HSA-376117,R-HSA-448875,Input,AND,1
R-HSA-376121,R-HSA-376119,R-HSA-376008,Input,AND,1
R-HSA-376123,R-HSA-451366,R-HSA-376009,Catalyst,AND,1
