First_Reaction,Second_Reaction,Shared_Entity,Shared_Entity_Type,Logic,Value
R-HSA-109636,R-HSA-109637,R-HSA-109628,Input,AND,1
R-HSA-109637,R-HSA-109638,R-HSA-109630,Input,AND,1
R-HSA-109638,R-HSA-75095,R-HSA-109632,Input,AND,1
R-HSA-109639,R-HSA-75949,R-HSA-109635,Input,OR,0
R-HSA-111264,R-HSA-113430,R-HSA-111261,Input,AND,1
R-HSA-112054,R-HSA-112054,R-HSA-112151,Input,OR,0
R-HSA-112054,R-HSA-112156,R-HSA-112151,Input,OR,0
R-HSA-112055,R-HSA-112055,R-HSA-112147,Input,OR,0
R-HSA-112055,R-HSA-112153,R-HSA-112147,Input,OR,0
R-HSA-112149,R-HSA-112149,R-HSA-112148,Input,OR,0
R-HSA-112149,R-HSA-112155,R-HSA-112148,Input,OR,0
R-HSA-112150,R-HSA-112149,R-HSA-112148,Input,OR,0
R-HSA-112150,R-HSA-112155,R-HSA-112148,Input,OR,0
R-HSA-112152,R-HSA-112054,R-HSA-112151,Input,OR,0
R-HSA-112152,R-HSA-112156,R-HSA-112151,Input,OR,0
R-HSA-112153,R-HSA-113446,R-ALL-111980,Input,OR,0
R-HSA-112153,R-HSA-112149,R-ALL-111980,Input,OR,0
R-HSA-112153,R-HSA-112055,R-ALL-111980,Input,OR,0
R-HSA-112153,R-HSA-112054,R-ALL-111980,Input,OR,0
R-HSA-112153,R-HSA-112055,R-HSA-112147,Input,OR,0
R-HSA-112153,R-HSA-112153,R-HSA-112147,Input,OR,0
R-HSA-112155,R-HSA-113446,R-ALL-111980,Input,OR,0
R-HSA-112155,R-HSA-112149,R-ALL-111980,Input,OR,0
R-HSA-112155,R-HSA-112055,R-ALL-111980,Input,OR,0
R-HSA-112155,R-HSA-112054,R-ALL-111980,Input,OR,0
R-HSA-112155,R-HSA-112149,R-HSA-112148,Input,OR,0
R-HSA-112155,R-HSA-112155,R-HSA-112148,Input,OR,0
R-HSA-112156,R-HSA-113446,R-ALL-111980,Input,OR,0
R-HSA-112156,R-HSA-112149,R-ALL-111980,Input,OR,0
R-HSA-112156,R-HSA-112055,R-ALL-111980,Input,OR,0
R-HSA-112156,R-HSA-112054,R-ALL-111980,Input,OR,0
R-HSA-112156,R-HSA-112054,R-HSA-112151,Input,OR,0
R-HSA-112156,R-HSA-112156,R-HSA-112151,Input,OR,0
R-HSA-112379,R-HSA-112385,R-HSA-112433,Input,OR,0
R-HSA-112381,R-HSA-112379,R-HSA-113426,Input,AND,1
R-HSA-112381,R-HSA-6814885,R-HSA-77088,Input,AND,1
R-HSA-112383,R-HSA-109639,R-HSA-109634,Input,OR,0
R-HSA-112383,R-HSA-112383,R-HSA-109634,Input,OR,0
R-HSA-112383,R-HSA-112379,R-HSA-109634,Input,OR,0
R-HSA-112383,R-HSA-9613494,R-HSA-109634,Input,OR,0
R-HSA-112383,R-HSA-9613497,R-HSA-109634,Input,OR,0
R-HSA-112383,R-HSA-75949,R-HSA-109634,Input,OR,0
R-HSA-112383,R-HSA-73758,R-HSA-109634,Input,OR,0
R-HSA-112383,R-HSA-113407,R-HSA-113715,Input,AND,1
R-HSA-112385,R-HSA-113412,R-HSA-113719,Input,OR,0
R-HSA-112385,R-HSA-113411,R-HSA-113719,Input,OR,0
R-HSA-112385,R-HSA-113414,R-HSA-113719,Input,OR,0
R-HSA-112385,R-HSA-113429,R-HSA-113719,Input,OR,0
R-HSA-112385,R-HSA-109639,R-HSA-109634,Input,OR,0
R-HSA-112385,R-HSA-112383,R-HSA-109634,Input,OR,0
R-HSA-112385,R-HSA-112379,R-HSA-109634,Input,OR,0
R-HSA-112385,R-HSA-9613494,R-HSA-109634,Input,OR,0
R-HSA-112385,R-HSA-9613497,R-HSA-109634,Input,OR,0
R-HSA-112385,R-HSA-75949,R-HSA-109634,Input,OR,0
R-HSA-112385,R-HSA-73758,R-HSA-109634,Input,OR,0
R-HSA-112392,R-HSA-113412,R-HSA-113719,Input,OR,0
R-HSA-112392,R-HSA-113411,R-HSA-113719,Input,OR,0
R-HSA-112392,R-HSA-113414,R-HSA-113719,Input,OR,0
R-HSA-112392,R-HSA-113429,R-HSA-113719,Input,OR,0
