First_Reaction,Second_Reaction,Shared_Entity,Shared_Entity_Type,Logic,Value
R-HSA-1632843,R-HSA-5678313,R-HSA-1632839,Input,AND,1
R-HSA-1632857,R-HSA-5678315,R-HSA-5678316,Input,OR,0
R-HSA-5205649,R-HSA-5205663,R-HSA-5205670,Input,AND,1
R-HSA-5205652,R-HSA-5205682,R-HSA-5205683,Catalyst,AND,1
R-HSA-5205661,R-HSA-5205672,R-HSA-5205671,Input,OR,0
R-HSA-5205661,R-HSA-5205681,R-HSA-5205671,Input,OR,0
R-HSA-5205672,R-HSA-5205652,R-HSA-5205653,Input,AND,1
R-HSA-5205673,R-HSA-5205649,R-HSA-5205659,Input,AND,1
R-HSA-5205682,R-HSA-5205673,R-HSA-5205668,Input,AND,1
R-HSA-5205682,R-HSA-5205673,R-HSA-5205624,Input,AND,1
R-HSA-5205682,R-HSA-5205673,R-HSA-5205630,Input,AND,1
R-HSA-5205682,R-HSA-5205673,R-HSA-5205679,Input,AND,1
R-HSA-5665868,R-HSA-5672008,R-HSA-5673748,Input,OR,0
R-HSA-5672008,R-HSA-5675868,R-HSA-5675826,Input,OR,0
R-HSA-5672010,R-HSA-5673768,R-HSA-5675701,Input,OR,0
R-HSA-5672011,R-HSA-5665868,R-HSA-5672141,Input,OR,0
R-HSA-5672817,R-HSA-5672010,R-HSA-5675639,Input,OR,0
R-HSA-5673768,R-HSA-5675790,R-HSA-5675791,Input,OR,0
R-HSA-5675790,R-HSA-5683925,R-HSA-5672130,Input,OR,0
R-HSA-5675868,R-HSA-5679239,R-HSA-5675837,Input,AND,1
R-HSA-5678313,R-HSA-1632857,R-HSA-5678311,Input,OR,0
R-HSA-5678315,R-HSA-5678313,R-HSA-5676032,Input,OR,0
R-HSA-5678315,R-HSA-5679266,R-HSA-5676032,Input,OR,0
R-HSA-5678490,R-HSA-5682377,R-HSA-5682873,Input,OR,0
R-HSA-5678490,R-HSA-5682388,R-HSA-5682873,Input,OR,0
R-HSA-5678490,R-HSA-5682896,R-HSA-5671860,Input,AND,1
R-HSA-5679205,R-HSA-5672012,R-HSA-5679242,Input,OR,0
R-HSA-5679205,R-HSA-5682385,R-HSA-5679242,Input,OR,0
R-HSA-5679239,R-HSA-5679205,R-HSA-5682402,Catalyst,AND,1
R-HSA-5679239,R-HSA-1632857,R-HSA-5682402,Catalyst,AND,1
R-HSA-5679255,R-HSA-5678490,R-HSA-5679367,Catalyst,AND,1
R-HSA-5679266,R-HSA-5679205,R-HSA-5683379,Input,OR,0
R-HSA-5681980,R-HSA-9020616,R-HSA-9020617,Input,AND,1
R-HSA-5681981,R-HSA-5683593,R-HSA-5683596,Input,OR,0
R-HSA-5681999,R-HSA-5683583,R-HSA-5683577,Input,OR,0
R-HSA-5682010,R-HSA-5683588,R-HSA-5682657,Input,AND,1
R-HSA-5682011,R-HSA-5682896,R-HSA-5682887,Input,AND,1
R-HSA-5682012,R-HSA-5679255,R-HSA-5679262,Input,AND,1
R-HSA-5682690,R-HSA-5682012,R-HSA-5683581,Input,AND,1
R-HSA-5682690,R-HSA-5682893,R-HSA-5671733,Input,AND,1
R-HSA-5682893,R-HSA-5681999,R-HSA-5682888,Input,AND,1
R-HSA-5682896,R-HSA-5681981,R-HSA-5682867,Input,AND,1
R-HSA-5683583,R-HSA-5681980,R-HSA-5682892,Input,OR,0
R-HSA-5683583,R-HSA-5682011,R-HSA-5682892,Input,OR,0
R-HSA-5683583,R-HSA-5682010,R-HSA-5682644,Input,AND,1
R-HSA-5683588,R-HSA-5682690,R-HSA-5683578,Input,OR,0
R-HSA-5683593,R-HSA-5681980,R-HSA-5682892,Input,OR,0
R-HSA-5683593,R-HSA-5682011,R-HSA-5682892,Input,OR,0
R-HSA-5683593,R-HSA-5678490,R-HSA-5682868,Input,OR,0
R-HSA-5683925,R-HSA-5672817,R-HSA-5666059,Input,OR,0
R-HSA-5683925,R-HSA-5672011,R-HSA-5666059,Input,OR,0
R-HSA-8948039,R-HSA-8948139,R-HSA-8934910,Input,OR,0
R-HSA-8948039,R-HSA-8948143,R-HSA-8934910,Input,OR,0
R-HSA-8948136,R-HSA-8948146,R-HSA-8948145,Catalyst,AND,1
R-HSA-8948139,R-HSA-8948146,R-HSA-8934922,Input,OR,0
R-HSA-8948139,R-HSA-8948039,R-HSA-8934922,Input,OR,0
R-HSA-8948146,R-HSA-8959573,R-HSA-8948140,Input,AND,1
R-HSA-8959573,R-HSA-8959571,R-HSA-8959568,Input,AND,1
R-HSA-9020616,R-HSA-5682893,R-HSA-5682668,Input,AND,1
R-HSA-9613352,R-HSA-9613513,R-HSA-9613350,Input,AND,1
R-HSA-9613513,R-HSA-9613530,R-HSA-9613508,Input,OR,0
R-HSA-9613530,R-HSA-9613565,R-HSA-9613547,Input,OR,0
R-HSA-9613565,R-HSA-9613666,R-HSA-9613533,Input,AND,1
R-HSA-9613565,R-HSA-9613513,R-HSA-200405,Input,AND,1
R-HSA-9615721,R-HSA-9620197,R-HSA-9615717,Input,OR,0
R-HSA-9615721,R-HSA-9631068,R-HSA-9615717,Input,OR,0
R-HSA-9620197,R-HSA-9622840,R-HSA-9620204,Input,OR,0
R-HSA-9622831,R-HSA-9624158,R-HSA-9622836,Input,AND,1
R-HSA-9622840,R-HSA-9622831,R-HSA-9622841,Input,AND,1
R-HSA-9622840,R-HSA-9615721,R-HSA-264476,Input,OR,0
R-HSA-9622840,R-HSA-9626253,R-HSA-264476,Input,OR,0
R-HSA-9622840,R-HSA-9613352,R-HSA-264476,Input,OR,0
R-HSA-9624158,R-HSA-9625197,R-HSA-9624156,Input,AND,1
R-HSA-9625188,R-HSA-9626060,R-HSA-9625189,Input,OR,0
R-HSA-9625196,R-HSA-9625188,R-HSA-9625165,Input,AND,1
R-HSA-9625197,R-HSA-9625196,R-HSA-9625181,Input,AND,1
R-HSA-9626034,R-HSA-9626038,R-HSA-9626022,Input,OR,0
R-HSA-9626034,R-HSA-9626046,R-HSA-9626022,Input,OR,0
R-HSA-9626034,R-HSA-9626039,R-HSA-9626054,Input,OR,0
R-HSA-9626034,R-HSA-9626046,R-HSA-9626054,Input,OR,0
R-HSA-9626038,R-HSA-9626067,R-HSA-9626061,Input,AND,1
R-HSA-9626039,R-HSA-9626242,R-HSA-9626048,Input,OR,0
R-HSA-9626046,R-HSA-9626034,R-HSA-9626070,Input,OR,0
R-HSA-9626060,R-HSA-9626039,R-HSA-9626058,Input,AND,1
R-HSA-9626235,R-HSA-9615721,R-HSA-264476,Input,OR,0
R-HSA-9626235,R-HSA-9626253,R-HSA-264476,Input,OR,0
R-HSA-9626235,R-HSA-9613352,R-HSA-264476,Input,OR,0
R-HSA-9626235,R-HSA-9626276,R-HSA-9626023,Input,OR,0
R-HSA-9626242,R-HSA-9626253,R-HSA-9626026,Input,AND,1
R-HSA-9626253,R-HSA-9626256,R-HSA-9626247,Input,AND,1
R-HSA-9626256,R-HSA-9626235,R-HSA-9626246,Input,OR,0
R-HSA-9626276,R-HSA-9620197,R-HSA-2029007,Input,AND,1
R-HSA-9631068,R-HSA-9631065,R-HSA-9631070,Input,OR,0
R-HSA-9640480,R-HSA-9641089,R-HSA-9640491,Input,AND,1
R-HSA-9641089,R-HSA-9641096,R-HSA-9641092,Input,AND,1
R-HSA-9641096,R-HSA-9641111,R-HSA-9641099,Input,AND,1
R-HSA-9641111,R-HSA-9641127,R-HSA-9641130,Input,AND,1
R-HSA-9641127,R-HSA-9641109,R-HSA-9641113,Input,OR,0
R-HSA-9646347,R-HSA-9646354,R-HSA-9646356,Input,OR,0
R-HSA-9646348,R-HSA-9646390,R-HSA-9646350,Input,AND,1
R-HSA-9646354,R-HSA-9646348,R-HSA-9646342,Input,AND,1
R-HSA-9646383,R-HSA-9646679,R-HSA-9646389,Input,AND,1
R-HSA-9646390,R-HSA-9646383,R-HSA-9646394,Input,AND,1
R-HSA-9646679,R-HSA-9646685,R-HSA-9646684,Input,OR,0
R-HSA-9646685,R-HSA-9646348,R-HSA-2029145,Input,AND,1
R-HSA-9646685,R-HSA-9646390,R-HSA-190599,Input,AND,1
R-HSA-9664850,R-HSA-9664883,R-HSA-9665170,Input,AND,1
R-HSA-9664862,R-HSA-9664888,R-HSA-9665178,Input,AND,1
R-HSA-9664871,R-HSA-9664881,R-HSA-9665177,Input,OR,0
R-HSA-9664871,R-HSA-9664867,R-HSA-9665177,Input,OR,0
R-HSA-9664879,R-HSA-9664862,R-HSA-9665185,Input,AND,1
R-HSA-9664881,R-HSA-9664880,R-HSA-9665165,Input,AND,1
R-HSA-9664883,R-HSA-9664879,R-HSA-9665176,Input,AND,1
R-HSA-9664888,R-HSA-9674131,R-HSA-9665179,Input,OR,0
R-HSA-9664888,R-HSA-9664892,R-HSA-9665179,Input,OR,0
R-HSA-9664892,R-HSA-9664881,R-HSA-9665168,Input,OR,0
R-HSA-9664892,R-HSA-9664855,R-HSA-9665168,Input,OR,0
R-HSA-9674127,R-HSA-9664888,R-HSA-9665178,Input,AND,1
R-HSA-9674131,R-HSA-9674127,R-HSA-9674136,Input,OR,0
R-HSA-5678315,R-HSA-1632843,R-HSA-387105,Input,AND,1
R-HSA-5678315,R-HSA-1632843,R-HSA-2029024,Input,AND,1
R-HSA-5681987,R-HSA-5682011,R-HSA-5671861,Input,AND,1
R-HSA-5681987,R-HSA-5682011,R-HSA-5679223,Input,AND,1
R-HSA-5681987,R-HSA-5682011,R-HSA-5205676,Input,OR,0
R-HSA-5681987,R-HSA-5682011,R-HSA-5671758,Input,AND,1
R-HSA-5681987,R-HSA-5682011,R-HSA-5671757,Input,AND,1
R-HSA-5681987,R-HSA-5682011,R-HSA-5205651,Input,OR,0
R-HSA-5681987,R-HSA-5682011,R-HSA-975521,Input,AND,1
R-HSA-5681987,R-HSA-5205649,R-HSA-5205676,Input,OR,0
R-HSA-5681987,R-HSA-5205649,R-HSA-5205651,Input,OR,0
R-HSA-5681987,R-HSA-8959573,R-HSA-5205676,Input,OR,0
R-HSA-5681987,R-HSA-8959573,R-HSA-5205651,Input,OR,0
R-HSA-5681987,R-HSA-9664880,R-HSA-5205651,Input,OR,0
R-HSA-5681987,R-HSA-9664855,R-HSA-5205651,Input,OR,0
R-HSA-5681987,R-HSA-9664867,R-HSA-5205651,Input,OR,0
R-HSA-5682377,R-HSA-5682011,R-HSA-5671861,Input,AND,1
R-HSA-5682377,R-HSA-5682011,R-HSA-5679223,Input,AND,1
R-HSA-5682377,R-HSA-5682011,R-HSA-5205676,Input,OR,0
R-HSA-5682377,R-HSA-5682011,R-HSA-5671758,Input,AND,1
R-HSA-5682377,R-HSA-5682011,R-HSA-5671757,Input,AND,1
R-HSA-5682377,R-HSA-5682011,R-HSA-5205651,Input,OR,0
R-HSA-5682377,R-HSA-5682011,R-HSA-975521,Input,AND,1
R-HSA-5682377,R-HSA-5205649,R-HSA-5205676,Input,OR,0
R-HSA-5682377,R-HSA-5205649,R-HSA-5205651,Input,OR,0
R-HSA-5682377,R-HSA-8959573,R-HSA-5205676,Input,OR,0
R-HSA-5682377,R-HSA-8959573,R-HSA-5205651,Input,OR,0
R-HSA-5682377,R-HSA-9664880,R-HSA-5205651,Input,OR,0
R-HSA-5682377,R-HSA-9664855,R-HSA-5205651,Input,OR,0
R-HSA-5682377,R-HSA-9664867,R-HSA-5205651,Input,OR,0
R-HSA-9626276,R-HSA-9622831,R-HSA-9622850,Input,AND,1
R-HSA-9626276,R-HSA-9622831,R-HSA-9622846,Input,AND,1
R-HSA-9639698,R-HSA-9640114,R-HSA-9639714,Input,OR,0
R-HSA-9639698,R-HSA-9640114,R-HSA-9640116,Input,OR,0
R-HSA-9639698,R-HSA-9640114,R-HSA-9640106,Input,OR,0
R-HSA-9639698,R-HSA-9640114,R-HSA-9639705,Input,OR,0
R-HSA-9640114,R-HSA-9641096,R-HSA-9640115,Input,AND,1
R-HSA-9640114,R-HSA-9641096,R-HSA-9640113,Input,AND,1
